task_id,track,epic,epic_name,title,area,description,expected_outputs,acceptance_criteria,dependencies,complexity,owner,status,created_at
CD8054CE,Greenfield #4 (Benchmark DSL),G4,Determinism & Sandbox,Fuzz-Contracts — G4-09,Security,Build 'fuzz-contracts' for Determinism & Sandbox with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['fuzz-contracts.rs_or_wasm', 'fuzz-contracts_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-QA,Planned,2025-10-04T18:34:41.528413
108BCAEB,Greenfield #4 (Benchmark DSL),G5,Ingress Kernel (eBPF/XDP optional),Ebpf-Filter — G5-01,Ingress,Build 'ebpf-filter' for Ingress Kernel (eBPF/XDP optional) with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['ebpf-filter.rs_or_wasm', 'ebpf-filter_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-QA,Planned,2025-10-04T18:34:41.528413
FF37FDAC,Greenfield #4 (Benchmark DSL),G5,Ingress Kernel (eBPF/XDP optional),Xdp-Normalizer — G5-02,Ingress,Build 'xdp-normalizer' for Ingress Kernel (eBPF/XDP optional) with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['xdp-normalizer.rs_or_wasm', 'xdp-normalizer_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
B367B5D5,Greenfield #4 (Benchmark DSL),G5,Ingress Kernel (eBPF/XDP optional),Early-Tenant-Mark — G5-03,Ingress,Build 'early-tenant-mark' for Ingress Kernel (eBPF/XDP optional) with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['early-tenant-mark.rs_or_wasm', 'early-tenant-mark_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Docs,Planned,2025-10-04T18:34:41.528413
EEDAEF6A,Greenfield #4 (Benchmark DSL),G5,Ingress Kernel (eBPF/XDP optional),Sig-Precheck — G5-04,Ingress,Build 'sig-precheck' for Ingress Kernel (eBPF/XDP optional) with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['sig-precheck.rs_or_wasm', 'sig-precheck_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
0BFF4265,Greenfield #4 (Benchmark DSL),G5,Ingress Kernel (eBPF/XDP optional),Payload-Sampler — G5-05,Ingress,Build 'payload-sampler' for Ingress Kernel (eBPF/XDP optional) with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['payload-sampler.rs_or_wasm', 'payload-sampler_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Engine,Planned,2025-10-04T18:34:41.528413
B599B16E,Greenfield #4 (Benchmark DSL),G5,Ingress Kernel (eBPF/XDP optional),Lossy-Guard — G5-06,Ingress,Build 'lossy-guard' for Ingress Kernel (eBPF/XDP optional) with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['lossy-guard.rs_or_wasm', 'lossy-guard_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
B4B877D4,Greenfield #4 (Benchmark DSL),G5,Ingress Kernel (eBPF/XDP optional),Drop-Policies — G5-07,Ingress,Build 'drop-policies' for Ingress Kernel (eBPF/XDP optional) with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['drop-policies.rs_or_wasm', 'drop-policies_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Policy,Planned,2025-10-04T18:34:41.528413
A18C777E,Greenfield #4 (Benchmark DSL),G5,Ingress Kernel (eBPF/XDP optional),Kernel-Metrics — G5-08,Ingress,Build 'kernel-metrics' for Ingress Kernel (eBPF/XDP optional) with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['kernel-metrics.rs_or_wasm', 'kernel-metrics_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
2F8B0E85,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Router.Lll — G6-01,Rules,Build 'router.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['router.lll.lll', 'router.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Policy,Planned,2025-10-04T18:34:41.528413
2B589D35,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Policy.Lll — G6-02,Rules,Build 'policy.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['policy.lll.lll', 'policy.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
54509748,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Workflow.Lll — G6-03,Rules,Build 'workflow.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['workflow.lll.lll', 'workflow.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Fed,Planned,2025-10-04T18:34:41.528413
1A7D1FE6,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Enzyme.Lll — G6-04,Rules,Build 'enzyme.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['enzyme.lll.lll', 'enzyme.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
59573352,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Api.Lll — G6-05,Rules,Build 'api.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['api.lll.lll', 'api.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
9A3CC10D,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Validator.Lll — G6-06,Rules,Build 'validator.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['validator.lll.lll', 'validator.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Fed,Planned,2025-10-04T18:34:41.528413
917AE3FC,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Normalizer.Lll — G6-07,Rules,Build 'normalizer.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['normalizer.lll.lll', 'normalizer.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
919EBE9B,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Rate-Limit.Lll — G6-08,Rules,Build 'rate-limit.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['rate-limit.lll.lll', 'rate-limit.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
7A98717C,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Dedup.Lll — G6-09,Rules,Build 'dedup.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['dedup.lll.lll', 'dedup.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Docs,Planned,2025-10-04T18:34:41.528413
EA56F688,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Retry.Lll — G6-10,Rules,Build 'retry.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['retry.lll.lll', 'retry.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Docs,Planned,2025-10-04T18:34:41.528413
F54FF4F5,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Saga.Lll — G6-11,Rules,Build 'saga.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['saga.lll.lll', 'saga.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
FCC126A3,Greenfield #4 (Benchmark DSL),G6,Routers/Policies/Workflows in .lll,Quorum.Lll — G6-12,Rules,Build 'quorum.lll' for Routers/Policies/Workflows in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['quorum.lll.lll', 'quorum.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
6C1303FD,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Wallet.Lll — G7-01,Finance,Build 'wallet.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['wallet.lll.lll', 'wallet.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
8DD3BAB4,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Limits.Lll — G7-02,Finance,Build 'limits.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['limits.lll.lll', 'limits.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
82E5DEB6,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Receipts.Lll — G7-03,Finance,Build 'receipts.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['receipts.lll.lll', 'receipts.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-QA,Planned,2025-10-04T18:34:41.528413
23D08CC7,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Dual-Approval.Lll — G7-04,Finance,Build 'dual-approval.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['dual-approval.lll.lll', 'dual-approval.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Engine,Planned,2025-10-04T18:34:41.528413
3F204BDA,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Alerts.Lll — G7-05,Finance,Build 'alerts.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['alerts.lll.lll', 'alerts.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
0FD3621E,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Reconcile.Lll — G7-06,Finance,Build 'reconcile.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['reconcile.lll.lll', 'reconcile.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
7EF5DE7A,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Freeze.Lll — G7-07,Finance,Build 'freeze.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['freeze.lll.lll', 'freeze.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Docs,Planned,2025-10-04T18:34:41.528413
906721A0,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Fees.Lll — G7-08,Finance,Build 'fees.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['fees.lll.lll', 'fees.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Engine,Planned,2025-10-04T18:34:41.528413
E2055111,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Chargeback.Lll — G7-09,Finance,Build 'chargeback.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['chargeback.lll.lll', 'chargeback.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
86B26826,Greenfield #4 (Benchmark DSL),G7,Banking/Wallet & Receipts in .lll,Statements.Lll — G7-10,Finance,Build 'statements.lll' for Banking/Wallet & Receipts in .lll with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['statements.lll.lll', 'statements.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Policy,Planned,2025-10-04T18:34:41.528413
5F260A5C,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Ledger-Append — G8-01,Storage,Build 'ledger-append' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['ledger-append.rs_or_wasm', 'ledger-append_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
DBE5404E,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Columnar-Layout — G8-02,Storage,Build 'columnar-layout' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['columnar-layout.rs_or_wasm', 'columnar-layout_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Docs,Planned,2025-10-04T18:34:41.528413
38093B85,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Arrow-Export — G8-03,Storage,Build 'arrow-export' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['arrow-export.rs_or_wasm', 'arrow-export_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
C32F5D67,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Fts-Index — G8-04,Storage,Build 'fts-index' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['fts-index.rs_or_wasm', 'fts-index_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Engine,Planned,2025-10-04T18:34:41.528413
282B129B,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Perfect-Hash — G8-05,Storage,Build 'perfect-hash' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['perfect-hash.rs_or_wasm', 'perfect-hash_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Fed,Planned,2025-10-04T18:34:41.528413
9165572D,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Bloom-Filters — G8-06,Storage,Build 'bloom-filters' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['bloom-filters.rs_or_wasm', 'bloom-filters_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Docs,Planned,2025-10-04T18:34:41.528413
4BC195EF,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Hotset-Cache — G8-07,Storage,Build 'hotset-cache' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['hotset-cache.rs_or_wasm', 'hotset-cache_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Docs,Planned,2025-10-04T18:34:41.528413
77E1A1E1,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Snapshot-Writer — G8-08,Storage,Build 'snapshot-writer' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['snapshot-writer.rs_or_wasm', 'snapshot-writer_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Finance,Planned,2025-10-04T18:34:41.528413
A9ED4A8D,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Restore-Engine — G8-09,Storage,Build 'restore-engine' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['restore-engine.rs_or_wasm', 'restore-engine_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
D5553AC0,Greenfield #4 (Benchmark DSL),G8,Ledger & Columnar Indexing,Checksums — G8-10,Storage,Build 'checksums' for Ledger & Columnar Indexing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['checksums.rs_or_wasm', 'checksums_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-QA,Planned,2025-10-04T18:34:41.528413
5791E0ED,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Sync-Policy.Lll — G9-01,Federation,Build 'sync-policy.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['sync-policy.lll.lll', 'sync-policy.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Policy,Planned,2025-10-04T18:34:41.528413
02F507C8,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Privacy-Redaction.Lll — G9-02,Federation,Build 'privacy-redaction.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['privacy-redaction.lll.lll', 'privacy-redaction.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Finance,Planned,2025-10-04T18:34:41.528413
76BBEEF2,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Pull-Push.Lll — G9-03,Federation,Build 'pull-push.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['pull-push.lll.lll', 'pull-push.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Policy,Planned,2025-10-04T18:34:41.528413
1862BDAE,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Leases.Lll — G9-04,Federation,Build 'leases.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['leases.lll.lll', 'leases.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
BBEE89D8,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Conflict-Resolve.Lll — G9-05,Federation,Build 'conflict-resolve.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['conflict-resolve.lll.lll', 'conflict-resolve.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Engine,Planned,2025-10-04T18:34:41.528413
